ASX listed companies as at Tue Oct 20 14:26:38 EST 2015

Company name,ASX code,GICS industry group
"SIMS METAL MANAGEMENT LIMITED",SGM,"Materials"
"SINO AUSTRALIA OIL & GAS LIMITED",SAO,"Energy"
"SINO GAS & ENERGY HOLDINGS LIMITED",SEH,"Energy"
"SINO-EXCEL ENERGY LIMITED",SLE,"Commercial Services & Supplies"
"SINOVUS MINING LIMITED",SNV,"Materials"
"SIPA RESOURCES LIMITED",SRI,"Materials"
"SIROCCO ENERGY LTD",SCY,"Energy"
"SIRTEX MEDICAL LIMITED",SRX,"Pharmaceuticals & Biotechnology"
"SITE GROUP INTERNATIONAL LIMITED",SIT,"Consumer Services"
"SIV ASSET MANAGEMENT LIMITED",SAM,"Diversified Financials"
"SKY NETWORK TELEVISION LIMITED.",SKT,"Media"
"SKYCITY ENTERTAINMENT GROUP LIMITED",SKC,"Consumer Services"
"SKYDIVE THE BEACH GROUP LIMITED",SKB,"Consumer Services"
"SKYFII LTD",SKF,"Software & Services"
"SLATER & GORDON LIMITED",SGH,"Consumer Services"
"SMART ABS SERIES 2014-2E TRUST",SAB,"Not Applic"
"SMART ABS SERIES 2014-4 TRUST",SSE,"Not Applic"
"SMART ABS SERIES 2015-2 TRUST",SMT,"Not Applic"
"SMART PARKING LIMITED",SPZ,"Technology Hardware & Equipment"
"SMARTGROUP CORPORATION LTD",SIQ,"Commercial Services & Supplies"
"SMARTPAY HOLDINGS LIMITED",SMP,"Telecommunication Services"
"SMARTTRANS HOLDINGS LTD",SMA,"Software & Services"
"SML CORPORATION LIMITED",SOP,"Materials"
"SMS MANAGEMENT & TECHNOLOGY LIMITED.",SMX,"Software & Services"
"SOFCOM LIMITED",SOF,"Software & Services"
"SOIL SUB TECHNOLOGIES LIMITED",SOI,"Food, Beverage & Tobacco"
"SOLAGRAN LIMITED",SLA,"Pharmaceuticals & Biotechnology"
"SOLCO LTD",SOO,"Capital Goods"
"SOLIMAR ENERGY LIMITED.",SXS,"Energy"
"SOMNOMED LIMITED",SOM,"Health Care Equipment & Services"
"SONIC HEALTHCARE LIMITED",SHL,"Health Care Equipment & Services"
"SOON MINING LIMITED",SMG,"Class Pend"
"SOUTH AMERICAN FERRO METALS LIMITED",SFZ,"Materials"
"SOUTH AMERICAN IRON & STEEL CORPORATION LIMITED",SAY,"Materials"
"SOUTH EAST ASIA RESOURCES LIMITED",SXI,"Materials"
"SOUTH PACIFIC RESOURCES LIMITED",SPB,"Energy"
"SOUTH32 LIMITED",S32,"Materials"
"SOUTHERN CROSS ELECTRICAL ENGINEERING LTD",SXE,"Capital Goods"
"SOUTHERN CROSS EXPLORATION N.L.",SXX,"Materials"
"SOUTHERN CROSS MEDIA GROUP LIMITED",SXL,"Media"
"SOUTHERN CROWN RESOURCES LIMITED",SWR,"Materials"
"SOUTHERN GOLD LIMITED",SAU,"Materials"
"SOUTHERN HEMISPHERE MINING LIMITED",SUH,"Materials"
"SOVEREIGN GOLD COMPANY LIMITED",SOC,"Materials"
"SOVEREIGN METALS LIMITED",SVM,"Materials"
"SPARK INFRASTRUCTURE GROUP",SKI,"Utilities"
"SPARK NEW ZEALAND LIMITED",SPK,"Telecommunication Services"
"SPDR S&P/ASX 200 FUND",STW,"Not Applic"
"SPDR S&P/ASX 200 LISTED PROPERTY FUND",SLF,"Not Applic"
"SPDR S&P/ASX 50 FUND",SFY,"Not Applic"
"SPECIALTY FASHION GROUP LIMITED",SFH,"Retailing"
"SPECTRUM RARE EARTHS LIMITED",SPX,"Materials"
"SPEEDCAST INTERNATIONAL LIMITED",SDA,"Telecommunication Services"
"SPHERE MINERALS LIMITED",SPH,"Materials"
"SPITFIRE RESOURCES LIMITED",SPI,"Materials"
"SPOOKFISH LIMITED",SFI,"Software & Services"
"SPOTLESS GROUP HOLDINGS LIMITED",SPO,"Commercial Services & Supplies"
"SPRING FG LIMITED",SFL,"Diversified Financials"
"SPRINTEX LIMITED",SIX,"Automobiles & Components"
"SRG LIMITED",STS,"Capital Goods"
"ST BARBARA LIMITED",SBM,"Materials"
"ST GEORGE MINING LIMITED",SGQ,"Materials"
"STANFIELD FUNDS MANAGEMENT LIMITED",SFN,"Diversified Financials"
"STANMORE COAL LIMITED",SMR,"Energy"
"STAR STRIKER LIMITED",SRT,"Energy"
"STARGROUP LIMITED",STL,"Technology Hardware & Equipment"
"STARPHARMA HOLDINGS LIMITED",SPL,"Pharmaceuticals & Biotechnology"
"STAVELY MINERALS LIMITED",SVY,"Materials"
"STEADFAST GROUP LIMITED",SDF,"Insurance"
"STEAMSHIPS TRADING COMPANY LIMITED",SST,"Capital Goods"
"STELLAR RESOURCES LIMITED",SRZ,"Materials"
"STEMCELL UNITED LIMITED",SCU,"Pharmaceuticals & Biotechnology"
"STERLING PLANTATIONS LIMITED",SBI,"Food, Beverage & Tobacco"
"STIRLING PRODUCTS LIMITED",STI,"Not Applic"
"STOCKLAND",SGP,"Real Estate"
"STOKES LIMITED",SKS,"Capital Goods"
"STONE RESOURCES AUSTRALIA LIMITED",SHK,"Materials"
"STONEHENGE METALS LIMITED",SHE,"Energy"
"STONEWALL RESOURCES LIMITED",SWJ,"Materials"
"STORY-I LIMITED",SRY,"Retailing"
"STRAITS RESOURCES LIMITED.",SRQ,"Materials"
"STRANDLINE RESOURCES LIMITED",STA,"Materials"
"STRATA-X ENERGY LIMITED",SXA,"Energy"
"STRATEGIC ELEMENTS LIMITED",SOR,"Diversified Financials"
"STRATEGIC ENERGY RESOURCES LIMITED",SER,"Energy"
"STRATEGIC MINERALS CORPORATION NL",SMC,"Materials"
"STRATUM METALS LIMITED",SXT,"Materials"
"STREAM GROUP LIMITED",SGO,"Software & Services"
"STRIKE ENERGY LIMITED",STX,"Energy"
"STRIKE RESOURCES LIMITED",SRK,"Materials"
"STRUCTURAL MONITORING SYSTEMS PLC",SMN,"Technology Hardware & Equipment"
"STW COMMUNICATIONS GROUP LIMITED",SGN,"Media"
"STYLE LIMITED",SYP,"Capital Goods"
"SUBZERO GROUP LIMITED",SZG,"Capital Goods"
"SUCCESS RESOURCES GLOBAL LTD",SGU,"Consumer Services"
"SUDA LTD",SUD,"Pharmaceuticals & Biotechnology"
"SUMATRA COPPER & GOLD PLC",SUM,"Materials"
"SUMMERSET GROUP HOLDINGS LIMITED",SNZ,"Health Care Equipment & Services"
"SUMMIT RESOURCES LIMITED",SMM,"Energy"
"SUN BIOMEDICAL LIMITED",SBN,"Health Care Equipment & Services"
"SUN RESOURCES NL",SUR,"Energy"
"SUNBIRD ENERGY LIMITED",SNY,"Energy"
"SUNBRIDGE GROUP LIMITED",SBB,"Retailing"
"SUNCORP GROUP LIMITED",SUN,"Insurance"
"SUNCORP-METWAY LIMITED .",SBK,"Insurance"
"SUNDANCE ENERGY AUSTRALIA LIMITED",SEA,"Energy"
"SUNDANCE RESOURCES LIMITED",SDL,"Materials"
"SUNLAND GROUP LIMITED",SDG,"Real Estate"
"SUNVEST CORPORATION LIMITED",SVS,"Not Applic"
"SUPER RETAIL GROUP LIMITED",SUL,"Retailing"
"SUPERIOR RESOURCES LIMITED",SPQ,"Materials"
"SUPERLOOP LIMITED",SLC,"Telecommunication Services"
"SUPPLY NETWORK LIMITED",SNL,"Retailing"
"SURFSTITCH GROUP LIMITED",SRF,"Retailing"
"SWALA ENERGY LIMITED",SWE,"Energy"
"SWAN GOLD MINING LIMITED",SWA,"Materials"
"SWICK MINING SERVICES LTD",SWK,"Capital Goods"
"SYDNEY AIRPORT",SYD,"Transportation"
"SYNDICATED METALS LIMITED",SMD,"Materials"
"SYNERGY PLUS LIMITED",SNR,"Software & Services"
"SYNGAS LIMITED",SYS,"Energy"
"SYRAH RESOURCES LIMITED",SYR,"Materials"
"TABCORP HOLDINGS LIMITED",TAH,"Consumer Services"
"TAG PACIFIC LIMITED",TAG,"Diversified Financials"
"TAKORADI LIMITED",TKG,"Materials"
"TALGA RESOURCES LTD",TLG,"Materials"
"TALISMAN MINING LIMITED",TLM,"Materials"
"TALON PETROLEUM LIMITED",TPD,"Energy"
"TAMASKA OIL AND GAS LTD",TMK,"Energy"
"TAMAWOOD LIMITED",TWD,"Consumer Durables & Apparel"
"TANAMI GOLD NL",TAM,"Materials"
"TANGA RESOURCES LIMITED",TRL,"Materials"
"TAP OIL LIMITED",TAP,"Energy"
"TARGET ENERGY LIMITED",TEX,"Energy"
"TARUGA GOLD LIMITED",TAR,"Materials"
"TASMAN RESOURCES LTD",TAS,"Materials"
"TASMANIA MINES LIMITED",TMM,"Materials"
"TASSAL GROUP LIMITED",TGR,"Food, Beverage & Tobacco"
"TATTS GROUP LIMITED",TTS,"Consumer Services"
"TAWANA RESOURCES NL",TAW,"Materials"
"TECH MPIRE LIMITED",TMP,"Media"
"TECHNICHE LIMITED.",TCN,"Diversified Financials"
"TECHNOLOGY ONE LIMITED",TNE,"Software & Services"
"TEL.PACIFIC LIMITED",TPC,"Telecommunication Services"
"TELESSO TECHNOLOGIES LIMITED",TEO,"Not Applic"
"TELSTRA CORPORATION LIMITED.",TLS,"Telecommunication Services"
"TEMPLETON GLOBAL GROWTH FUND LIMITED",TGG,"Diversified Financials"
"TEMPO AUSTRALIA LTD",TPP,"Commercial Services & Supplies"
"TEN NETWORK HOLDINGS LIMITED",TEN,"Media"
"TERANGA GOLD CORPORATION",TGZ,"Materials"
"TERRAIN MINERALS LIMITED",TMX,"Materials"
"TERRAMIN AUSTRALIA LIMITED.",TZN,"Materials"
"TEST SECURITY",TES,"Class Pend"
"TFS CORPORATION LIMITED",TFC,"Materials"
"THE A2 MILK COMPANY LIMITED",A2M,"Food, Beverage & Tobacco"
"THE CARAJAS COPPER COMPANY LIMITED",CJC,"Materials"
"THE CITADEL GROUP LIMITED",CGL,"Commercial Services & Supplies"
"THE PAS GROUP LIMITED",PGR,"Retailing"
"THE REJECT SHOP LIMITED",TRS,"Retailing"
"THE WATERBERG COAL COMPANY LIMITED",WCC,"Energy"
"THINK CHILDCARE LIMITED",TNK,"Consumer Services"
"THINKSMART LIMITED",TSM,"Diversified Financials"
"THO SERVICES LIMITED",THO,"Capital Goods"
"THOMSON RESOURCES LIMITED",TMZ,"Materials"
"THOR MINING PLC",THR,"Materials"
"THORN GROUP LIMITED",TGA,"Retailing"
"THORNEY OPPORTUNITIES LTD",TOP,"Not Applic"
"THREAT PROTECT AUSTRALIA LIMITED",TPS,"Energy"
"THUNDELARRA LIMITED",THX,"Materials"
"TIAN POH RESOURCES LIMITED",TPO,"Materials"
"TIGER RESOURCES LIMITED",TGS,"Materials"
"TIGERS REALM COAL LIMITED",TIG,"Materials"
"TIMAH RESOURCES LIMITED",TML,"Utilities"
"TIMPETRA RESOURCES LIMITED",TPR,"Materials"
"TISSUE THERAPIES LIMITED",TIS,"Pharmaceuticals & Biotechnology"
"TITAN ENERGY SERVICES LIMITED",TTN,"Energy"
"TLOU ENERGY LIMITED",TOU,"Energy"
"TNG LIMITED",TNG,"Materials"
"TOMIZONE LIMITED",TOM,"Software & Services"
"TOP END MINERALS LIMITED",TND,"Energy"
"TOPTUNG LTD",TTW,"Materials"
"TORIAN RESOURCES LIMITED",TNR,"Materials"
"TORO ENERGY LIMITED",TOE,"Energy"
"TORRENS 2009-3 TRUST",TRB,"Not Applic"
"TORRENS SERIES 2010-1 TRUST",TRP,"Not Applic"
"TORRENS SERIES 2010-2 TRUST",TRK,"Not Applic"
"TORRENS SERIES 2010-3 TRUST",TOA,"Not Applic"
"TORRENS SERIES 2013-1 TRUST",TNB,"Not Applic"
"TORRENS SERIES 2013-2 TRUST",TNF,"Not Applic"
"TORRENS SERIES 2014-1 TRUST",TNH,"Not Applic"
"TORRENS SERIES 2014-2 TRUST",TOZ,"Not Applic"
"TORRENS SERIES 2015-1 TRUST",TNJ,"Not Applic"
"TOUCHCORP LIMITED",TCH,"Software & Services"
"TOWER LIMITED",TWR,"Insurance"
"TOX FREE SOLUTIONS LIMITED",TOX,"Commercial Services & Supplies"
"TPG TELECOM LIMITED",TPM,"Telecommunication Services"
"TPI ENTERPRISES LIMITED",TPE,"Pharmaceuticals & Biotechnology"
"TRADE ME GROUP LIMITED",TME,"Retailing"
"TRADITIONAL THERAPY CLINICS LIMITED",TTC,"Health Care Equipment & Services"
"TRAFFIC TECHNOLOGIES LTD.",TTI,"Transportation"
"TRAKA RESOURCES LIMITED",TKL,"Materials"
"TRANSACTION SOLUTIONS INTERNATIONAL LIMITED",TSN,"Software & Services"
"TRANSERV ENERGY LIMITED",TSV,"Energy"
"TRANSFIELD SERVICES LIMITED",TSE,"Commercial Services & Supplies"
"TRANSMETRO CORPORATION LIMITED",TCO,"Consumer Services"
"TRANSPACIFIC INDUSTRIES GROUP LTD",TPI,"Commercial Services & Supplies"
"TRANSURBAN GROUP",TCL,"Transportation"
"TREASURY CORPORATION OF VICTORIA",XVG,"Not Applic"
"TREASURY GROUP LIMITED",TRG,"Diversified Financials"
"TREASURY WINE ESTATES LIMITED",TWE,"Food, Beverage & Tobacco"
"TREYO LEISURE AND ENTERTAINMENT LIMITED",TYO,"Consumer Durables & Apparel"
"TRIANGLE ENERGY (GLOBAL) LIMITED",TEG,"Energy"
"TRIBUNE RESOURCES LIMITED",TBR,"Materials"
"TRIPLE ENERGY LIMITED",TNP,"Energy"
"TRITON MINERALS LTD",TON,"Materials"
"TROY RESOURCES LIMITED",TRY,"Materials"
"TRUSCOTT MINING CORPORATION LIMITED",TRM,"Materials"
"TRUSTEES AUSTRALIA LIMITED",TAU,"Consumer Services"
"TTA HOLDINGS LIMITED",TTA,"Retailing"
"TTE PETROLEUM LTD",TTE,"Energy"
"TTG FINTECH LIMITED",TUP,"Software & Services"
"TUNGSTEN MINING NL",TGN,"Materials"
"TW HOLDINGS LIMITED",TWH,"Food, Beverage & Tobacco"
"TYCHEAN RESOURCES LTD",TYK,"Materials"
"TYRANNA RESOURCES LIMITED",TYX,"Materials"
"TYRIAN DIAGNOSTICS LIMITED",TDX,"Pharmaceuticals & Biotechnology"
"TZ LIMITED",TZL,"Capital Goods"
"UCW LIMITED",UCW,"Retailing"
"UGL LIMITED",UGL,"Capital Goods"
"UIL ENERGY LTD",UIL,"Energy"
"ULTIMA UNITED LIMITED",UUL,"Real Estate"
"UNILIFE CORPORATION",UNS,"Health Care Equipment & Services"
"UNITED OVERSEAS AUSTRALIA LIMITED",UOS,"Real Estate"
"UNITY MINING LIMITED",UML,"Materials"
"UNITY PACIFIC GROUP",UPG,"Real Estate"
"UNIVERSAL BIOSENSORS INC.",UBI,"Health Care Equipment & Services"
"UNIVERSAL COAL PLC",UNV,"Energy"
"URANIUM EQUITIES LIMITED",UEQ,"Energy"
"URANIUM RESOURCES INC",URI,"Class Pend"
"URANIUMSA LIMITED",USA,"Energy"
"URBANISE.COM LIMITED",UBN,"Software & Services"
"US MASTERS HOLDINGS LIMITED",USH,"Not Applic"
"US MASTERS RESIDENTIAL PROPERTY FUND",URF,"Real Estate"
"US RESIDENTIAL FUND",USR,"Not Applic"
"US SELECT PRIVATE OPPORTUNITIES FUND",USF,"Not Applic"
"US SELECT PRIVATE OPPORTUNITIES FUND II",USG,"Not Applic"
"USCOM LIMITED",UCM,"Health Care Equipment & Services"
"UXA RESOURCES LTD",UXA,"Energy"
"UXC LIMITED",UXC,"Software & Services"
"VALENCE INDUSTRIES LIMITED",VXL,"Materials"
"VALMEC LIMITED",VMX,"Energy"
"VANGO MINING LIMITED",VAN,"Materials"
"VARISCAN MINES LIMITED",VAR,"Materials"
"VDM GROUP LIMITED",VMG,"Capital Goods"
"VEALLS LIMITED",VEL,"Consumer Services"
"VECTOR RESOURCES LIMITED",VEC,"Materials"
"VEDA GROUP LIMITED",VED,"Commercial Services & Supplies"
"VELPIC LIMITED",VPC,"Energy"
"VENTNOR RESOURCES LTD",VRX,"Materials"
"VENTURE MINERALS LIMITED",VMS,"Materials"
"VENTUREX RESOURCES LIMITED",VXR,"Materials"
"VENUS METALS CORPORATION LIMITED",VMC,"Materials"
"VGP CORPORATION LIMITED",VGP,"Capital Goods"
"VIAGOLD CAPITAL LIMITED",VIA,"Consumer Services"
"VICTOR GROUP HOLDINGS LIMITED",VIG,"Media"
"VICTORY MINES LIMITED",VIC,"Materials"
"VIENTO GROUP LIMITED",VIE,"Capital Goods"
"VIETNAM INDUSTRIAL INVESTMENTS LIMITED",VII,"Materials"
"VIKING MINES LIMITED",VKA,"Materials"
"VILLA WORLD LIMITED.",VLW,"Real Estate"
"VILLAGE ROADSHOW LIMITED",VRL,"Media"
"VIMY RESOURCES LIMITED",VMY,"Energy"
"VIRALYTICS LIMITED",VLA,"Pharmaceuticals & Biotechnology"
"VIRGIN AUSTRALIA HOLDINGS LIMITED",VAH,"Transportation"
"VIRTUS HEALTH LIMITED",VRT,"Health Care Equipment & Services"
"VISION EYE INSTITUTE LIMITED",VEI,"Health Care Equipment & Services"
"VISTA GROUP INTERNATIONAL LIMITED",VGI,"Software & Services"
"VITA GROUP LIMITED",VTG,"Retailing"
"VITA LIFE SCIENCES LIMITED.",VSC,"Pharmaceuticals & Biotechnology"
"VITACO HOLDINGS LIMITED",VIT,"Household & Personal Products"
"VITAL METALS LIMITED",VML,"Materials"
"VMOTO LIMITED",VMT,"Automobiles & Components"
"VOCATION LIMITED",VET,"Consumer Services"
"VOCUS COMMUNICATIONS LIMITED",VOC,"Telecommunication Services"
"VOLTA MINING LIMITED",VTM,"Materials"
"VOLTAGE IP LIMITED",VIP,"Software & Services"
"VOYAGER GLOBAL GROUP LTD",VGR,"Energy"
"VTX HOLDINGS LIMITED",VTX,"Capital Goods"
"WALKABOUT RESOURCES LTD",WKT,"Materials"
"WAM ACTIVE LIMITED",WAA,"Diversified Financials"
"WAM CAPITAL LIMITED",WAM,"Diversified Financials"
"WAM RESEARCH LIMITED",WAX,"Diversified Financials"
"WARATAH RESOURCES LIMITED",WGO,"Materials"
"WARRNAMBOOL CHEESE & BUTTER FACTORY CO.HOLD.LTD",WCB,"Food, Beverage & Tobacco"
"WASHINGTON H SOUL PATTINSON & COMPANY LIMITED",SOL,"Energy"
"WATER RESOURCES GROUP LIMITED",WRG,"Utilities"
"WATERCO LIMITED",WAT,"Consumer Durables & Apparel"
"WATERMARK MARKET NEUTRAL FUND LIMITED",WMK,"Not Applic"
"WATPAC LIMITED",WTP,"Capital Goods"
"WAVENET INTERNATIONAL LIMITED",WAL,"Energy"
"WCP RESOURCES LIMITED",WCP,"Materials"
"WDS LIMITED",WDS,"Capital Goods"
"WEA FINANCE LLC AND WESTFIELD UK & EUROPE FINANCE PLC",WEF,"Not Applic"
"WEALTH DEFENDER EQUITIES LIMITED",WDE,"Not Applic"
"WEBJET LIMITED",WEB,"Retailing"
"WEBSTER LIMITED",WBA,"Food, Beverage & Tobacco"
"WELCOME STRANGER MINING LIMITED",WSE,"Software & Services"
"WELLCOM GROUP LIMITED",WLL,"Commercial Services & Supplies"
"WESFARMERS LIMITED",WES,"Food & Staples Retailing"
"WEST AFRICAN RESOURCES LIMITED",WAF,"Materials"
"WEST PEAK IRON LIMITED",WPI,"Materials"
"WEST WITS MINING LIMITED",WWI,"Materials"
"WESTERN AREAS LIMITED",WSA,"Materials"
"WESTERN MINING NETWORK LIMITED",WMN,"Materials"
"WESTFIELD CORPORATION",WFD,"Real Estate"
"WESTOZ INVESTMENT COMPANY LIMITED",WIC,"Not Applic"
"WESTPAC BANKING CORPORATION",WBC,"Banks"
"WESTPAC TPS TRUST",WCT,"Not Applic"
"WHITE CLIFF MINERALS LIMITED",WCN,"Materials"
"WHITE ENERGY COMPANY LIMITED",WEC,"Energy"
"WHITE ROCK MINERALS LIMITED",WRM,"Materials"
"WHITEFIELD LIMITED",WHF,"Diversified Financials"
"WHITEHAVEN COAL LIMITED",WHC,"Energy"
"WHL ENERGY LIMITED",WHN,"Energy"
"WHOLE NEW HOME LTD",WNH,"Materials"
"WILD ACRE METALS LIMITED",WAC,"Materials"
"WILDHORSE ENERGY LIMITED",WHE,"Energy"
"WILSON GROUP LIMITED",WIG,"Diversified Financials"
"WINCHESTER ENERGY LTD",WEL,"Energy"
"WINDIMURRA VANADIUM LIMITED",WVL,"Materials"
"WINDWARD RESOURCES LTD",WIN,"Materials"
"WINMAR RESOURCES LIMITED",WFE,"Materials"
"WOLF MINERALS LIMITED",WLF,"Materials"
"WOLF PETROLEUM LTD",WOF,"Energy"
"WOLFSTRIKE RENTALS GROUP LIMITED",WSG,"Diversified Financials"
"WOLLONGONG COAL LIMITED",WLC,"Materials"
"WONHE MULTIMEDIA COMMERCE LTD",WMC,"Class Pend"
"WOODSIDE PETROLEUM LIMITED",WPL,"Energy"
"WOOLWORTHS LIMITED",WOW,"Food & Staples Retailing"
"WORLD REACH LIMITED",WRR,"Technology Hardware & Equipment"
"WORLD TITANIUM RESOURCES LIMITED",WTR,"Materials"
"WORLD.NET SERVICES LIMITED",WNS,"Software & Services"
"WORLEYPARSONS LIMITED",WOR,"Energy"
"WPG RESOURCES LTD",WPG,"Materials"
"XANADU MINES LTD",XAM,"Materials"
"XERO LIMITED",XRO,"Software & Services"
"XIAOXIAO EDUCATION LIMITED",XXL,"Consumer Services"
"XPD SOCCER GEAR GROUP LIMITED",XPD,"Consumer Durables & Apparel"
"XRF SCIENTIFIC LIMITED",XRF,"Capital Goods"
"XSTATE RESOURCES LIMITED",XST,"Energy"
"XTD LTD",XTD,"Media"
"XTEK LIMITED.",XTE,"Capital Goods"
"XTV NETWORKS LTD",XTV,"Media"
"YANCOAL AUSTRALIA LIMITED",YAL,"Energy"
"YANCOAL SCN LIMITED",YCN,"Energy"
"YANGHAO INTERNATIONAL LIMITED",YHL,"Consumer Durables & Apparel"
"YELLOW BRICK ROAD HOLDINGS LIMITED",YBR,"Diversified Financials"
"YELLOW ROCK RESOURCES LIMITED",YRR,"Materials"
"YONDER AND BEYOND GROUP LIMITED",YNB,"Diversified Financials"
"YOWIE GROUP LTD",YOW,"Food, Beverage & Tobacco"
"YPB GROUP LTD",YPB,"Commercial Services & Supplies"
"Z ENERGY LIMITED",ZNZ,"Energy"
"ZAMANCO MINERALS LIMITED",ZAM,"Materials"
"ZAMBEZI RESOURCES LIMITED",ZRL,"Materials"
"ZAMIA METALS LIMITED",ZGM,"Materials"
"ZENITH MINERALS LIMITED",ZNC,"Materials"
"ZETA PETROLEUM PLC",ZTA,"Energy"
"ZETA RESOURCES LIMITED",ZER,"Materials"
"ZEUS RESOURCES LIMITED",ZEU,"Energy"
"ZICOM GROUP LIMITED",ZGL,"Capital Goods"
"ZIMPLATS HOLDINGS LIMITED",ZIM,"Materials"
"ZINGMOBILE GROUP LIMITED",ZMG,"Software & Services"
"ZIPMONEY LTD",ZML,"Diversified Financials"
"ZIPTEL LIMITED",ZIP,"Telecommunication Services"
"ZYL LIMITED",ZYL,"Materials"
